Question ID,Variant 1,Variant 2,Variant 3,Variant 4,Variant 5,Variant 6,Variant 7,Variant 8,Variant 9,Variant 10,# of correct per question,Topic,Difficulty Level,,,
Q283,fail,fail,fail,fail,fail,correct,correct,fail,correct,fail,3,puzzle test,elementary school,,,
Q284,fail,fail,fail,fail,fail,fail,correct,fail,correct,fail,2,puzzle test,elementary school,,,
Q285,fail,correct,fail,correct,correct,fail,fail,fail,correct,fail,4,puzzle test,elementary school,,,
Q286,fail,fail,fail,fail,fail,fail,correct,fail,fail,fail,1,puzzle test,elementary school,,,
Q287,correct,correct,fail,correct,fail,correct,correct,correct,fail,fail,6,plane geometry,elementary school,,,
Q288,correct,correct,correct,correct,fail,correct,correct,correct,fail,correct,8,statistics,high school,,,
Q289,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,high school,,,
Q290,correct,correct,correct,fail,correct,correct,correct,fail,correct,correct,8,statistics,high school,,,
Q291,fail,fail,correct,fail,fail,correct,correct,fail,fail,correct,4,statistics,high school,,,
Q292,fail,fail,fail,fail,fail,fail,fail,fail,fail,correct,1,statistics,high school,,,
Q293,fail,correct,fail,fail,fail,fail,fail,fail,fail,fail,1,statistics,high school,,,
Q294,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate,,,
Q295,fail,fail,correct,correct,correct,correct,fail,fail,correct,fail,5,statistics,undergraduate,,,
Q296,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,undergraduate,,,
Q297,correct,fail,fail,fail,fail,fail,fail,fail,fail,fail,1,analytic geometry,undergraduate,,,
Q298,fail,correct,correct,fail,fail,fail,fail,fail,fail,fail,2,analytic geometry,undergraduate,,,
Q299,correct,correct,fail,correct,fail,correct,correct,fail,fail,fail,5,analytic geometry,undergraduate,,,
Q300,fail,fail,correct,fail,fail,fail,correct,fail,fail,fail,2,analytic geometry,undergraduate,,,
Q301,fail,fail,fail,fail,fail,fail,fail,fail,correct,fail,1,plane geometry,high school,,,
Q302,fail,correct,fail,fail,fail,fail,fail,fail,fail,fail,1,plane geometry,high school,,,
Q303,fail,correct,correct,correct,correct,correct,correct,fail,fail,correct,7,analytic geometry,high school,,,
Q304,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school,,,
Q305,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,high school,,,
Q306,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school,,,
Q307,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,scientific figure,high school,,,
Q308,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,scientific figure,high school,,,
Q309,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school,,,
Q310,correct,correct,fail,fail,correct,correct,correct,fail,correct,correct,7,algebra,elementary school,,,
Q311,correct,fail,correct,correct,correct,fail,correct,correct,fail,correct,7,scientific figure,elementary school,,,
Q312,fail,correct,fail,correct,correct,fail,correct,fail,fail,fail,4,puzzle test,elementary school,,,
Q313,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,puzzle test,elementary school,,,
Q314,fail,fail,correct,correct,correct,correct,fail,fail,fail,correct,5,statistics,undergraduate,,,
Q315,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,puzzle test,elementary school,,,
Q316,correct,correct,correct,fail,correct,fail,correct,fail,correct,correct,7,arithmetic,elementary school,,,
Q317,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school,,,
Q318,correct,correct,fail,correct,correct,correct,correct,correct,correct,correct,9,solid geometry,high school,,,
Q319,fail,fail,correct,fail,fail,fail,fail,fail,fail,fail,1,arithmetic,elementary school,,,
Q320,fail,fail,correct,correct,fail,fail,correct,correct,correct,fail,5,solid geometry,high school,,,
Q321,fail,fail,fail,fail,fail,fail,fail,fail,correct,fail,1,scientific figure,undergraduate,,,
Q322,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,scientific figure,undergraduate,,,
Q323,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,scientific figure,high school,,,
Q324,correct,correct,fail,correct,correct,correct,correct,correct,correct,correct,9,scientific figure,high school,,,
Q325,fail,fail,fail,fail,correct,correct,fail,correct,fail,fail,3,scientific figure,high school,,,
Q326,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school,,,
Q327,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school,,,
Q328,fail,fail,correct,fail,fail,fail,fail,fail,fail,fail,1,arithmetic,elementary school,,,
Q329,correct,fail,correct,correct,correct,fail,fail,correct,correct,correct,7,scientific figure,high school,,,
Q330,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school,,,
Q331,correct,fail,correct,correct,correct,fail,fail,fail,correct,fail,5,scientific figure,high school,,,
Q332,correct,correct,fail,correct,correct,correct,correct,fail,correct,correct,8,scientific figure,high school,,,
Q333,fail,fail,fail,fail,fail,fail,fail,correct,fail,fail,1,scientific figure,high school,,,
Q334,correct,fail,fail,correct,fail,fail,fail,correct,fail,correct,4,scientific figure,high school,,,
Q335,fail,correct,fail,fail,fail,correct,fail,correct,fail,fail,3,analytic geometry,undergraduate,,,
Q336,correct,correct,correct,fail,correct,fail,correct,correct,correct,correct,8,analytic geometry,undergraduate,,,
Q337,fail,correct,fail,fail,fail,fail,fail,fail,fail,fail,1,analytic geometry,undergraduate,,,
Q338,correct,fail,fail,fail,fail,fail,fail,correct,fail,fail,2,analytic geometry,undergraduate,,,
Q339,fail,correct,correct,fail,correct,correct,correct,correct,fail,fail,6,analytic geometry,undergraduate,,,
Q340,fail,fail,fail,correct,fail,fail,correct,fail,fail,fail,2,puzzle test,elementary school,,,
Q341,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,arithmetic,elementary school,,,
Q342,correct,correct,correct,correct,correct,correct,correct,fail,correct,fail,8,arithmetic,undergraduate,,,
Q343,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school,,,
Q344,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,scientific figure,high school,,,
Q345,fail,fail,fail,fail,correct,fail,correct,correct,fail,fail,3,analytic geometry,high school,,,
Q346,correct,correct,correct,correct,correct,correct,fail,correct,fail,correct,8,analytic geometry,high school,,,
Q347,fail,fail,correct,fail,fail,fail,fail,fail,fail,fail,1,analytic geometry,high school,,,
Q348,fail,correct,correct,correct,correct,fail,fail,correct,correct,fail,6,analytic geometry,high school,,,
Q349,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,scientific figure,high school,,,
Q350,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,puzzle test,elementary school,,,
Q351,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,undergraduate,,,
Q352,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,undergraduate,,,
Q353,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school,,,
Q354,fail,fail,correct,fail,correct,correct,fail,correct,fail,correct,5,scientific figure,high school,,,
Q355,fail,fail,fail,fail,fail,correct,fail,correct,fail,fail,2,arithmetic,elementary school,,,
Q356,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,arithmetic,elementary school,,,
Q357,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,arithmetic,elementary school,,,
Q358,correct,correct,correct,fail,fail,fail,fail,fail,correct,fail,4,scientific figure,undergraduate,,,
Q359,fail,fail,fail,fail,correct,fail,fail,fail,fail,fail,1,solid geometry,high school,,,
Q360,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,solid geometry,high school,,,
Q361,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school,,,
Q362,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school,,,
Q363,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school,,,
Q364,correct,correct,correct,correct,correct,fail,correct,correct,fail,fail,7,statistics,undergraduate,,,
Q365,correct,correct,correct,fail,correct,correct,correct,correct,correct,correct,9,statistics,undergraduate,,,
Q366,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,undergraduate,,,
Q367,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate,,,
Q368,fail,correct,fail,correct,fail,fail,fail,fail,fail,fail,2,statistics,undergraduate,,,
Q369,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate,,,
Q370,fail,fail,fail,fail,fail,correct,fail,fail,fail,fail,1,statistics,undergraduate,,,
Q371,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate,,,
Q372,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate,,,
Q373,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate,,,
Q374,fail,fail,fail,fail,correct,fail,fail,fail,fail,fail,1,statistics,undergraduate,,,
Q375,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate,,,
Q376,fail,correct,correct,correct,correct,correct,correct,correct,correct,correct,9,statistics,undergraduate,,,
Q377,fail,fail,fail,fail,correct,fail,fail,fail,fail,fail,1,statistics,high school,,,
Q378,fail,fail,fail,fail,fail,correct,fail,correct,fail,correct,3,statistics,high school,,,
Q379,correct,fail,correct,correct,correct,correct,correct,correct,correct,correct,9,statistics,high school,,,
Q380,fail,fail,fail,fail,fail,correct,fail,fail,fail,fail,1,statistics,high school,,,
Q381,correct,fail,correct,correct,correct,fail,correct,correct,fail,correct,7,statistics,high school,,,
Q382,fail,correct,fail,fail,fail,fail,fail,fail,fail,correct,2,statistics,high school,,,
Q383,correct,correct,correct,correct,correct,correct,fail,correct,correct,correct,9,statistics,high school,,,
Q384,correct,fail,correct,fail,correct,fail,fail,correct,fail,fail,4,statistics,high school,,,
Q385,correct,fail,fail,fail,fail,correct,fail,fail,fail,fail,2,statistics,high school,,,
Q386,fail,fail,correct,correct,correct,fail,correct,correct,correct,correct,7,statistics,high school,,,
Q387,fail,fail,correct,correct,fail,correct,fail,fail,fail,fail,3,statistics,high school,,,
Q388,fail,fail,fail,correct,correct,fail,correct,correct,fail,correct,5,statistics,undergraduate,,,
Q389,correct,fail,correct,correct,fail,fail,fail,correct,fail,correct,5,statistics,undergraduate,,,
Q390,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,undergraduate,,,
Q391,fail,correct,fail,fail,fail,fail,fail,correct,fail,correct,3,statistics,undergraduate,,,
Q392,fail,fail,fail,correct,fail,correct,fail,fail,correct,fail,3,statistics,high school,,,
Q393,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q394,fail,correct,correct,correct,correct,correct,fail,correct,correct,fail,7,statistics,high school,,,
Q395,fail,fail,fail,fail,fail,fail,fail,fail,correct,correct,2,statistics,high school,,,
Q396,fail,correct,fail,fail,correct,correct,correct,correct,correct,correct,7,statistics,high school,,,
Q397,correct,correct,correct,correct,correct,correct,fail,correct,correct,fail,8,statistics,high school,,,
Q398,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,high school,,,
Q399,fail,correct,fail,correct,correct,fail,fail,correct,fail,correct,5,statistics,high school,,,
Q400,correct,correct,fail,fail,correct,fail,fail,correct,correct,fail,5,statistics,high school,,,
Q401,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q402,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q403,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,elementary school,,,
Q404,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,elementary school,,,
Q405,correct,fail,correct,correct,correct,fail,correct,fail,correct,fail,6,statistics,high school,,,
Q406,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q407,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q408,correct,correct,fail,correct,fail,correct,correct,correct,correct,correct,8,statistics,high school,,,
Q409,correct,correct,correct,correct,correct,correct,fail,correct,correct,correct,9,statistics,high school,,,
Q410,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q411,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q412,correct,correct,correct,correct,correct,correct,fail,correct,correct,correct,9,statistics,high school,,,
Q413,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q414,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q415,correct,correct,fail,correct,correct,correct,correct,correct,correct,fail,8,statistics,high school,,,
Q416,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q417,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q418,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,high school,,,
Q419,correct,correct,correct,correct,fail,correct,correct,correct,correct,correct,9,statistics,high school,,,
Q420,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q421,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q422,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q423,correct,correct,correct,correct,fail,correct,correct,correct,correct,correct,9,statistics,high school,,,
Q424,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,high school,,,
Q425,correct,correct,correct,correct,correct,fail,correct,correct,correct,correct,9,statistics,high school,,,
Q426,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school,,,
Q427,fail,fail,correct,fail,fail,fail,fail,fail,fail,fail,1,statistics,elementary school,,,
Q428,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,elementary school,,,
Q429,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,elementary school,,,
Q430,correct,correct,fail,correct,correct,correct,fail,correct,correct,fail,7,statistics,elementary school,,,
Q431,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,elementary school,,,
Q432,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,elementary school,,,
Q433,correct,fail,correct,correct,correct,correct,correct,correct,fail,correct,8,statistics,elementary school,,,
Q434,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,elementary school,,,
Q435,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,elementary school,,,
Q436,correct,correct,correct,correct,fail,correct,correct,fail,correct,correct,8,statistics,elementary school,,,
Q437,fail,fail,fail,fail,correct,correct,correct,fail,correct,correct,5,statistics,undergraduate,,,
Q438,fail,correct,fail,correct,correct,correct,fail,correct,correct,correct,7,statistics,undergraduate,,,
Q439,correct,correct,correct,correct,fail,fail,correct,correct,fail,fail,6,statistics,undergraduate,,,
Q440,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,undergraduate,,,
Q441,fail,correct,fail,fail,correct,fail,correct,fail,fail,fail,3,statistics,undergraduate,,,
Q442,correct,fail,fail,fail,fail,correct,correct,fail,fail,correct,4,statistics,undergraduate,,,
Q443,fail,fail,fail,fail,fail,fail,correct,correct,correct,fail,3,statistics,undergraduate,,,
Q444,fail,fail,fail,correct,correct,fail,fail,fail,correct,fail,3,statistics,undergraduate,,,
Q445,correct,correct,fail,correct,correct,correct,fail,fail,correct,fail,6,statistics,undergraduate,,,
Q446,fail,correct,fail,fail,correct,correct,correct,fail,correct,fail,5,statistics,undergraduate,,,
Q447,fail,fail,fail,correct,correct,correct,correct,correct,fail,correct,6,statistics,undergraduate,,,
Q448,correct,correct,correct,correct,correct,fail,correct,correct,correct,correct,9,statistics,undergraduate,,,
Q449,fail,correct,fail,fail,fail,fail,correct,correct,correct,fail,4,statistics,undergraduate,,,
Q450,correct,correct,fail,correct,correct,fail,correct,correct,correct,fail,7,statistics,undergraduate,,,
Q451,correct,fail,fail,correct,correct,correct,correct,correct,fail,fail,6,statistics,undergraduate,,,
Q452,correct,correct,fail,correct,correct,correct,fail,fail,correct,fail,6,statistics,undergraduate,,,
Q453,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,undergraduate,,,
Q454,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,undergraduate,,,
Q455,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,undergraduate,,,
Q456,correct,correct,correct,correct,correct,correct,correct,fail,correct,correct,9,statistics,undergraduate,,,
Q457,fail,correct,fail,correct,fail,fail,fail,fail,fail,fail,2,statistics,undergraduate,,,
Q458,fail,fail,correct,fail,correct,correct,correct,correct,correct,correct,7,statistics,undergraduate,,,
Q459,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,undergraduate,,,
Q460,correct,fail,fail,fail,fail,fail,correct,fail,fail,correct,3,statistics,undergraduate,,,
Q461,fail,fail,fail,fail,fail,fail,fail,correct,fail,fail,1,statistics,undergraduate,,,
Q462,fail,fail,fail,fail,correct,fail,correct,correct,fail,fail,3,statistics,undergraduate,,,
Q463,fail,fail,fail,fail,fail,fail,fail,correct,fail,fail,1,statistics,undergraduate,,,
Q464,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,high school,,,
Q465,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,high school,,,
Q466,fail,correct,correct,fail,correct,fail,fail,correct,fail,correct,5,algebra,high school,,,
Q467,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,high school,,,
Q468,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,high school,,,
Q469,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,high school,,,
Q470,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,high school,,,
Q471,fail,correct,fail,fail,fail,correct,fail,fail,fail,fail,2,algebra,high school,,,
Q472,correct,fail,fail,correct,correct,correct,correct,correct,correct,fail,7,algebra,high school,,,
Q473,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,high school,,,
Q474,fail,fail,fail,correct,fail,fail,fail,fail,fail,fail,1,algebra,undergraduate,,,
Q475,fail,fail,fail,correct,correct,correct,fail,correct,correct,correct,6,algebra,undergraduate,,,
Q476,fail,fail,fail,correct,correct,correct,fail,fail,fail,fail,3,algebra,undergraduate,,,
Q477,fail,fail,fail,fail,fail,fail,fail,correct,fail,fail,1,algebra,undergraduate,,,
Q478,correct,correct,correct,fail,correct,correct,fail,fail,fail,correct,6,algebra,undergraduate,,,
Q479,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,undergraduate,,,
Q480,correct,fail,fail,fail,fail,fail,correct,fail,correct,correct,4,algebra,undergraduate,,,
Q481,correct,correct,correct,fail,correct,correct,correct,correct,correct,correct,9,algebra,undergraduate,,,
Q482,correct,correct,correct,fail,correct,correct,correct,correct,correct,correct,9,algebra,undergraduate,,,
Q483,correct,correct,fail,fail,fail,fail,fail,fail,fail,correct,3,algebra,undergraduate,,,
Q484,fail,fail,correct,correct,fail,fail,correct,fail,correct,fail,4,algebra,undergraduate,,,
Q485,fail,fail,correct,fail,fail,correct,fail,correct,fail,correct,4,algebra,undergraduate,,,
Q486,fail,fail,correct,fail,fail,fail,correct,fail,fail,fail,2,algebra,undergraduate,,,
Q487,correct,correct,fail,fail,correct,correct,fail,correct,correct,fail,6,algebra,undergraduate,,,
Q488,fail,correct,correct,fail,correct,correct,correct,fail,correct,correct,7,algebra,undergraduate,,,
Q489,fail,fail,fail,correct,fail,fail,fail,fail,correct,fail,2,algebra,undergraduate,,,
Q490,fail,fail,fail,correct,fail,correct,fail,fail,fail,fail,2,algebra,undergraduate,,,
Q491,correct,fail,correct,fail,correct,correct,correct,correct,correct,fail,7,algebra,undergraduate,,,
Q492,correct,correct,correct,correct,correct,correct,fail,correct,correct,correct,9,algebra,high school,,,
Q493,fail,correct,fail,fail,fail,fail,fail,fail,fail,fail,1,algebra,high school,,,
Q494,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,high school,,,
Q495,correct,correct,correct,fail,correct,correct,correct,fail,correct,correct,8,algebra,high school,,,
Q496,correct,correct,fail,fail,correct,fail,correct,fail,correct,correct,6,algebra,high school,,,
Q497,correct,fail,correct,correct,correct,fail,fail,correct,correct,correct,7,algebra,high school,,,
Q498,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,high school,,,
Q499,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,high school,,,
Q500,correct,correct,correct,fail,correct,correct,correct,correct,correct,correct,9,algebra,elementary school,,,
Q501,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,elementary school,,,
# of correct per variant,257,252,242,243,268,263,262,257,248,247,,,,,,
A_avg,51.2974051896208,50.2994011976048,48.3033932135729,48.502994011976,53.4930139720559,52.4950099800399,52.2954091816367,51.2974051896208,49.500998003992,49.3013972055888,,,,,,
