Question ID,Variant 1,Variant 2,Variant 3,Variant 4,Variant 5,Variant 6,Variant 7,Variant 8,Variant 9,Variant 10,# of correct per question,Topic,Difficulty Level
Q301,correct,fail,fail,fail,fail,correct,fail,correct,fail,fail,3,plane geometry,high school
Q302,correct,correct,fail,fail,fail,correct,correct,fail,correct,fail,5,plane geometry,high school
Q303,fail,fail,fail,fail,correct,fail,correct,fail,fail,correct,3,analytic geometry,high school
Q304,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q305,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,high school
Q306,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school
Q307,correct,fail,correct,correct,correct,correct,correct,fail,correct,fail,7,scientific figure,high school
Q308,correct,correct,correct,fail,correct,fail,correct,fail,correct,correct,7,scientific figure,high school
Q309,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q310,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,elementary school
Q311,correct,correct,correct,fail,correct,correct,correct,correct,correct,correct,9,scientific figure,elementary school
Q312,fail,fail,fail,fail,correct,fail,fail,fail,fail,fail,1,puzzle test,elementary school
Q313,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,puzzle test,elementary school
Q314,correct,fail,fail,fail,fail,fail,correct,fail,fail,fail,2,statistics,undergraduate
Q315,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,puzzle test,elementary school
Q316,correct,fail,correct,fail,correct,fail,correct,fail,fail,fail,4,arithmetic,elementary school
Q317,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school
Q318,correct,fail,fail,fail,fail,correct,fail,fail,correct,correct,4,solid geometry,high school
Q319,fail,fail,correct,fail,fail,fail,fail,correct,fail,fail,2,arithmetic,elementary school
Q320,correct,fail,fail,correct,fail,fail,fail,fail,fail,fail,2,solid geometry,high school
Q321,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,undergraduate
Q322,fail,correct,correct,correct,correct,correct,correct,fail,correct,correct,8,scientific figure,undergraduate
Q323,fail,fail,fail,fail,fail,fail,correct,correct,fail,fail,2,scientific figure,high school
Q324,fail,correct,fail,correct,correct,fail,correct,correct,fail,correct,6,scientific figure,high school
Q325,fail,fail,correct,fail,fail,fail,correct,correct,correct,fail,4,scientific figure,high school
Q326,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q327,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school
Q328,fail,fail,fail,fail,fail,fail,fail,fail,correct,fail,1,arithmetic,elementary school
Q329,fail,fail,fail,fail,fail,fail,fail,correct,fail,fail,1,scientific figure,high school
Q330,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q331,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q332,correct,fail,fail,fail,fail,fail,correct,correct,fail,fail,3,scientific figure,high school
Q333,fail,correct,fail,fail,fail,fail,correct,correct,fail,fail,3,scientific figure,high school
Q334,fail,correct,fail,fail,fail,correct,fail,fail,fail,correct,3,scientific figure,high school
Q335,correct,correct,fail,fail,fail,fail,fail,fail,correct,fail,3,analytic geometry,undergraduate
Q336,correct,correct,fail,correct,fail,correct,correct,fail,fail,correct,6,analytic geometry,undergraduate
Q337,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,undergraduate
Q338,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,undergraduate
Q339,correct,correct,fail,correct,correct,correct,correct,fail,correct,correct,8,analytic geometry,undergraduate
Q340,fail,fail,fail,fail,fail,fail,fail,fail,correct,fail,1,puzzle test,elementary school
Q341,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school
Q342,fail,fail,fail,fail,fail,fail,fail,correct,correct,fail,2,arithmetic,undergraduate
Q343,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school
Q344,correct,fail,correct,correct,correct,correct,correct,correct,fail,correct,8,scientific figure,high school
Q345,fail,fail,fail,fail,fail,fail,correct,fail,fail,fail,1,analytic geometry,high school
Q346,fail,fail,fail,fail,fail,correct,fail,fail,fail,fail,1,analytic geometry,high school
Q347,fail,fail,correct,fail,fail,fail,fail,fail,fail,fail,1,analytic geometry,high school
Q348,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q349,correct,correct,correct,correct,correct,correct,fail,correct,correct,correct,9,scientific figure,high school
Q350,fail,fail,correct,fail,correct,correct,fail,correct,fail,fail,4,puzzle test,elementary school
Q351,fail,fail,fail,correct,correct,correct,fail,correct,correct,correct,6,algebra,undergraduate
Q352,correct,correct,fail,correct,fail,correct,correct,fail,correct,correct,7,algebra,undergraduate
Q353,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q354,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q355,fail,fail,fail,fail,correct,fail,fail,fail,fail,fail,1,arithmetic,elementary school
Q356,fail,correct,fail,correct,fail,fail,correct,fail,fail,correct,4,arithmetic,elementary school
Q357,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school
Q358,correct,correct,correct,correct,fail,fail,correct,correct,fail,fail,6,scientific figure,undergraduate
Q359,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,solid geometry,high school
Q360,fail,fail,fail,correct,fail,fail,fail,fail,fail,fail,1,solid geometry,high school
Q361,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q362,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q363,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q364,fail,correct,correct,fail,correct,fail,fail,correct,correct,correct,6,statistics,undergraduate
Q365,correct,fail,correct,fail,correct,fail,fail,correct,correct,correct,6,statistics,undergraduate
Q366,correct,fail,fail,correct,correct,fail,fail,correct,correct,correct,6,statistics,undergraduate
Q367,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate
Q368,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate
Q369,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate
Q370,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate
Q371,fail,fail,correct,fail,fail,correct,fail,fail,fail,correct,3,statistics,undergraduate
Q372,correct,fail,fail,fail,fail,correct,fail,fail,fail,fail,2,statistics,undergraduate
Q373,correct,fail,fail,correct,fail,fail,fail,fail,fail,fail,2,statistics,undergraduate
Q374,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate
Q375,fail,correct,fail,fail,fail,fail,fail,fail,correct,fail,2,statistics,undergraduate
Q376,correct,correct,correct,correct,fail,fail,correct,correct,correct,correct,8,statistics,undergraduate
Q377,correct,fail,correct,fail,fail,fail,correct,correct,fail,fail,4,statistics,high school
Q378,correct,fail,fail,fail,correct,fail,fail,fail,fail,fail,2,statistics,high school
Q379,correct,fail,fail,correct,correct,fail,fail,correct,correct,fail,5,statistics,high school
Q380,fail,fail,correct,fail,fail,correct,fail,correct,correct,fail,4,statistics,high school
Q381,correct,correct,correct,correct,correct,fail,fail,correct,fail,correct,7,statistics,high school
Q382,fail,fail,fail,fail,fail,fail,fail,fail,correct,fail,1,statistics,high school
Q383,correct,correct,correct,correct,correct,correct,fail,correct,correct,correct,9,statistics,high school
Q384,fail,fail,correct,correct,fail,correct,correct,fail,fail,fail,4,statistics,high school
Q385,correct,fail,fail,fail,correct,correct,fail,fail,fail,fail,3,statistics,high school
Q386,correct,correct,correct,correct,correct,correct,correct,correct,correct,fail,9,statistics,high school
Q387,fail,fail,correct,fail,fail,correct,fail,fail,fail,fail,2,statistics,high school
Q388,fail,fail,fail,fail,fail,correct,correct,correct,fail,correct,4,statistics,undergraduate
Q389,fail,correct,fail,correct,correct,correct,fail,fail,correct,correct,6,statistics,undergraduate
Q390,correct,fail,correct,correct,correct,correct,correct,fail,fail,fail,6,statistics,undergraduate
Q391,correct,correct,correct,fail,fail,fail,correct,fail,correct,fail,5,statistics,undergraduate
Q392,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,high school
Q393,fail,fail,correct,fail,fail,fail,correct,fail,fail,fail,2,statistics,high school
Q394,correct,fail,fail,fail,correct,fail,fail,fail,fail,fail,2,statistics,high school
Q395,fail,correct,fail,fail,fail,correct,fail,fail,fail,fail,2,statistics,high school
Q396,correct,correct,fail,correct,fail,correct,correct,fail,fail,fail,5,statistics,high school
Q397,fail,fail,fail,fail,fail,fail,fail,fail,correct,fail,1,statistics,high school
Q398,fail,fail,fail,fail,fail,correct,fail,fail,fail,fail,1,statistics,high school
Q399,correct,correct,fail,fail,correct,fail,fail,fail,fail,fail,3,statistics,high school
Q400,correct,correct,fail,fail,fail,fail,fail,fail,fail,fail,2,statistics,high school
Q401,correct,correct,correct,correct,correct,correct,correct,fail,correct,correct,9,statistics,high school
Q402,correct,fail,fail,fail,fail,fail,fail,correct,fail,fail,2,statistics,high school
Q403,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,elementary school
Q404,correct,fail,fail,correct,fail,fail,correct,correct,fail,fail,4,statistics,elementary school
Q405,fail,fail,fail,fail,fail,correct,fail,fail,correct,fail,2,statistics,high school
Q406,correct,correct,correct,correct,correct,correct,fail,correct,correct,fail,8,statistics,high school
Q407,correct,correct,correct,correct,fail,correct,fail,correct,correct,correct,8,statistics,high school
Q408,correct,correct,correct,fail,correct,correct,fail,correct,correct,correct,8,statistics,high school
Q409,correct,fail,correct,correct,fail,correct,correct,correct,fail,fail,6,statistics,high school
Q410,fail,correct,correct,correct,correct,fail,correct,correct,correct,correct,8,statistics,high school
Q411,correct,correct,correct,fail,fail,correct,correct,correct,fail,correct,7,statistics,high school
Q412,correct,correct,correct,correct,correct,correct,correct,fail,correct,correct,9,statistics,high school
Q413,correct,correct,fail,correct,fail,correct,correct,fail,correct,correct,7,statistics,high school
Q414,correct,fail,correct,correct,correct,correct,correct,correct,correct,correct,9,statistics,high school
Q415,correct,correct,fail,fail,correct,fail,correct,correct,correct,fail,6,statistics,high school
Q416,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school
Q417,correct,fail,correct,correct,fail,correct,correct,fail,correct,fail,6,statistics,high school
Q418,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,high school
Q419,correct,fail,correct,fail,fail,correct,fail,fail,correct,correct,5,statistics,high school
Q420,fail,correct,correct,correct,correct,fail,correct,correct,correct,correct,8,statistics,high school
Q421,correct,fail,correct,correct,correct,correct,fail,correct,correct,correct,8,statistics,high school
Q422,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school
Q423,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,high school
Q424,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,high school
Q425,correct,correct,correct,correct,correct,correct,correct,fail,correct,correct,9,statistics,high school
Q426,correct,correct,correct,correct,correct,correct,fail,correct,correct,correct,9,statistics,high school
Q427,fail,correct,correct,fail,fail,fail,fail,fail,fail,fail,2,statistics,elementary school
Q428,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,elementary school
Q429,correct,fail,correct,correct,correct,fail,correct,correct,correct,correct,8,statistics,elementary school
Q430,fail,fail,correct,correct,correct,fail,correct,correct,correct,fail,6,statistics,elementary school
Q431,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,elementary school
Q432,correct,correct,fail,correct,correct,correct,correct,correct,correct,correct,9,statistics,elementary school
Q433,correct,correct,correct,correct,fail,correct,correct,correct,correct,correct,9,statistics,elementary school
Q434,fail,correct,correct,fail,fail,correct,fail,correct,correct,correct,6,statistics,elementary school
Q435,correct,fail,correct,correct,correct,correct,correct,correct,fail,fail,7,statistics,elementary school
Q436,fail,correct,fail,correct,correct,fail,correct,correct,fail,correct,6,statistics,elementary school
Q437,correct,correct,correct,correct,correct,fail,correct,correct,correct,correct,9,statistics,undergraduate
Q438,fail,fail,fail,fail,fail,correct,correct,correct,correct,correct,5,statistics,undergraduate
Q439,fail,fail,correct,correct,fail,fail,fail,correct,correct,fail,4,statistics,undergraduate
Q440,fail,correct,fail,correct,fail,fail,fail,correct,fail,correct,4,statistics,undergraduate
Q441,correct,correct,fail,correct,correct,fail,fail,correct,fail,fail,5,statistics,undergraduate
Q442,fail,fail,fail,fail,correct,correct,correct,correct,correct,fail,5,statistics,undergraduate
Q443,fail,correct,fail,fail,fail,correct,fail,correct,fail,fail,3,statistics,undergraduate
Q444,fail,fail,fail,correct,fail,fail,fail,fail,fail,correct,2,statistics,undergraduate
Q445,fail,fail,correct,fail,correct,correct,fail,correct,fail,fail,4,statistics,undergraduate
Q446,correct,fail,fail,fail,fail,fail,fail,correct,correct,fail,3,statistics,undergraduate
Q447,fail,fail,fail,fail,fail,fail,correct,fail,correct,correct,3,statistics,undergraduate
Q448,correct,correct,fail,correct,correct,fail,fail,correct,correct,fail,6,statistics,undergraduate
Q449,fail,correct,correct,correct,fail,fail,correct,fail,correct,fail,5,statistics,undergraduate
Q450,fail,correct,correct,fail,fail,fail,correct,correct,correct,fail,5,statistics,undergraduate
Q451,correct,correct,fail,correct,correct,correct,fail,correct,fail,correct,7,statistics,undergraduate
Q452,correct,fail,correct,fail,correct,correct,fail,fail,fail,correct,5,statistics,undergraduate
Q453,correct,correct,correct,fail,correct,correct,fail,fail,fail,correct,6,statistics,undergraduate
Q454,correct,correct,fail,correct,fail,correct,fail,correct,correct,correct,7,statistics,undergraduate
Q455,correct,fail,correct,fail,correct,correct,correct,correct,correct,fail,7,statistics,undergraduate
Q456,correct,fail,correct,correct,correct,correct,correct,correct,correct,correct,9,statistics,undergraduate
Q457,correct,correct,fail,correct,fail,correct,correct,fail,fail,fail,5,statistics,undergraduate
Q458,correct,correct,correct,correct,fail,fail,correct,correct,correct,fail,7,statistics,undergraduate
Q459,fail,correct,correct,correct,fail,correct,correct,correct,fail,fail,6,statistics,undergraduate
Q460,correct,correct,fail,fail,fail,fail,fail,fail,fail,fail,2,statistics,undergraduate
Q461,fail,fail,fail,fail,fail,fail,fail,fail,correct,fail,1,statistics,undergraduate
Q462,correct,fail,fail,correct,correct,fail,fail,fail,correct,fail,4,statistics,undergraduate
Q463,correct,fail,correct,correct,fail,fail,correct,correct,fail,fail,5,statistics,undergraduate
Q464,fail,fail,fail,correct,fail,fail,correct,fail,correct,fail,3,algebra,high school
Q465,correct,correct,correct,correct,correct,correct,fail,fail,fail,fail,6,algebra,high school
Q466,correct,fail,fail,fail,fail,fail,fail,fail,fail,fail,1,algebra,high school
Q467,fail,correct,correct,correct,correct,correct,fail,correct,fail,correct,7,algebra,high school
Q468,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,high school
Q469,correct,fail,fail,fail,correct,fail,fail,fail,fail,fail,2,algebra,high school
Q470,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,high school
Q471,fail,correct,fail,fail,correct,fail,fail,fail,fail,fail,2,algebra,high school
Q472,correct,fail,correct,fail,fail,correct,fail,fail,correct,fail,4,algebra,high school
Q473,correct,correct,correct,fail,correct,fail,correct,fail,correct,correct,7,algebra,high school
Q474,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,undergraduate
Q475,correct,correct,fail,fail,correct,correct,correct,correct,correct,correct,8,algebra,undergraduate
Q476,fail,fail,fail,fail,correct,correct,fail,fail,fail,fail,2,algebra,undergraduate
Q477,fail,fail,fail,fail,fail,fail,fail,fail,correct,fail,1,algebra,undergraduate
Q478,fail,correct,fail,fail,correct,fail,correct,fail,fail,fail,3,algebra,undergraduate
Q479,fail,fail,fail,fail,correct,fail,fail,fail,fail,fail,1,algebra,undergraduate
Q480,fail,fail,fail,correct,correct,fail,fail,fail,correct,fail,3,algebra,undergraduate
Q481,fail,fail,correct,fail,correct,correct,fail,fail,correct,fail,4,algebra,undergraduate
Q482,fail,fail,correct,correct,fail,fail,fail,fail,fail,fail,2,algebra,undergraduate
Q483,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,undergraduate
Q484,correct,fail,fail,fail,fail,fail,fail,correct,correct,fail,3,algebra,undergraduate
Q485,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,undergraduate
Q486,fail,correct,correct,fail,correct,correct,fail,fail,fail,correct,5,algebra,undergraduate
Q487,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,undergraduate
Q488,correct,fail,correct,fail,fail,fail,fail,correct,correct,correct,5,algebra,undergraduate
Q489,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,undergraduate
Q490,correct,fail,fail,correct,fail,correct,correct,fail,correct,fail,5,algebra,undergraduate
Q491,fail,fail,fail,fail,fail,fail,fail,fail,correct,fail,1,algebra,undergraduate
Q492,correct,correct,correct,correct,correct,correct,fail,fail,correct,correct,8,algebra,high school
Q493,correct,fail,fail,fail,fail,fail,fail,fail,fail,fail,1,algebra,high school
Q494,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,high school
Q495,fail,fail,correct,correct,correct,fail,fail,correct,correct,fail,5,algebra,high school
Q496,fail,correct,fail,fail,fail,fail,fail,correct,fail,fail,2,algebra,high school
Q497,fail,fail,correct,fail,fail,correct,fail,correct,fail,fail,3,algebra,high school
Q498,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,high school
Q499,fail,correct,fail,correct,correct,correct,fail,correct,correct,correct,7,algebra,high school
Q500,correct,fail,correct,correct,fail,fail,fail,fail,fail,correct,4,algebra,elementary school
Q501,fail,fail,correct,correct,fail,correct,correct,correct,correct,fail,6,algebra,elementary school
# of correct per variant,200,181,191,184,194,186,186,184,200,169,,,
A_avg,39.9201596806387,36.127744510978,38.12375249501,36.7265469061876,38.7225548902196,37.125748502994,37.125748502994,36.7265469061876,39.9201596806387,33.7325349301397,,,
